ASIN,date_info,name,title,content,rating
B07Y8KT74X,Reviewed in India on 22 September 2018,Girish baabu,Best for the money,Really awesome product by lg,5.0 out of 5 stars
B07Y8KT74X,Reviewed in India on 18 December 2020,parvinder kumar,Value for money,Excellent,5.0 out of 5 stars
B07Y8KT74X,Reviewed in India on 23 October 2020,SANJEET TIWARI,Very good,Very nice,5.0 out of 5 stars
B07Y8KT74X,Reviewed in India on 1 September 2018,Rohit dharmadhikari,I give total 5 star this wonderful product,"Wonderful lg washing machine,",5.0 out of 5 stars
B07Y8KT74X,Reviewed in India on 21 October 2020,m k singh,Great product and value for money,Its just great.,5.0 out of 5 stars
B07Y8KT74X,Reviewed in India on 22 January 2021,Anant,Awesome,Awesome Product,5.0 out of 5 stars
B07Y8KT74X,Reviewed in India on 22 August 2019,Ramesh S.,Best machine in semi automatic series,Value for money,5.0 out of 5 stars
B07Y8KT74X,Reviewed in India on 18 August 2018,Anil kumar,Must buy,Very very good product,5.0 out of 5 stars
B07Y8KT74X,Reviewed in India on 18 July 2020,rana saha,Value for money,Good product,5.0 out of 5 stars
B07Y8KT74X,Reviewed in India on 14 January 2019,Mahendra kamble,Good,Good product,4.0 out of 5 stars
B07Y8KT74X,Reviewed in India on 11 March 2020,VIKASH KUMAR,value for money,AS MONEY AS THE BEST,4.0 out of 5 stars
B07Y8KT74X,Reviewed in India on 15 March 2021,Anoop soni,Good product 👍,Good prodect,5.0 out of 5 stars
B07Y8KT74X,Reviewed in India on 28 October 2020,Jagadish moolya,Good,Good,5.0 out of 5 stars
B07Y8KT74X,Reviewed in India on 10 March 2021,Vicky Rohan ,Value for money 💰,Value for money👍,5.0 out of 5 stars
B07Y8KT74X,Reviewed in India on 7 October 2018,sandeep,Nice,Nice,5.0 out of 5 stars
B07Y8KT74X,Reviewed in India on 26 February 2021,Pankaj kr Singh,Easy to use,Its good product,4.0 out of 5 stars
B07Y8KT74X,Reviewed in India on 31 May 2019,Rahul Kumar sriv,Better,Best washing machine under 15000,5.0 out of 5 stars
B07Y8KT74X,Reviewed in India on 19 February 2019,vikram ,Nice,Good product,5.0 out of 5 stars
B07Y8KT74X,Reviewed in India on 22 February 2020,Rajeev Kumar,Good,Good product,5.0 out of 5 stars
B07Y8KT74X,Reviewed in India on 11 January 2021,sudhanshu sekhar mohapatra,Love the product,Good,5.0 out of 5 stars
B07Y8KT74X,Reviewed in India on 7 February 2021,surendra,Good,Good,4.0 out of 5 stars
B07Y8KT74X,Reviewed in India on 12 March 2019,Amit Singh,Good,It's good as cheap than market,4.0 out of 5 stars
B07Y8KT74X,Reviewed in India on 2 November 2020,Amazon user,Didn't receive warranty card with machine. How do Iget this,Easy to use,4.0 out of 5 stars
B07Y8KT74X,Reviewed in India on 29 July 2019,Mohammed Abdul Azgar,very nice,easy to use,5.0 out of 5 stars
B07Y8KT74X,Reviewed in India on 10 July 2019,Gugan,Easy to use,Good,3.0 out of 5 stars
B07Y8KT74X,Reviewed in India on 20 January 2020,amit,:),Very good,4.0 out of 5 stars
B07Y8KT74X,Reviewed in India on 10 December 2020,Prince Sunil,Work good easy to use,It easy to use,5.0 out of 5 stars
B07Y8KT74X,Reviewed in India on 21 March 2020,deepak,Nice one,Nice one,5.0 out of 5 stars
B07Y8KT74X,Reviewed in India on 8 October 2019,ANAND B R,Good product,Good product,4.0 out of 5 stars
B07Y8KT74X,Reviewed in India on 26 June 2019,dileep Singh Ken,Good,Good,5.0 out of 5 stars
B07Y8KT74X,Reviewed in India on 9 August 2020,Sureshchandgupta,Good,Thanks,5.0 out of 5 stars
B07Y8KT74X,Reviewed in India on 8 October 2019,Ashfaq Ali khan,Not properly assembled ...you can see that highlighted in the image uploaded,Assembling was not done properly,2.0 out of 5 stars
B07Y8KT74X,Reviewed in India on 29 October 2018,gaurav a.,Best budget Semi automatic washing machine @ just Rs. 11600 during sale,Excellent,5.0 out of 5 stars
B07Y8KT74X,Reviewed in India on 22 October 2020,Pandunaik B S,So nice,Good,4.0 out of 5 stars
B07Y8KT74X,Reviewed in India on 21 March 2020,Shailendra Kumar singh,ok,Good,2.0 out of 5 stars
B07Y8KT74X,Reviewed in India on 4 October 2018,SRAMBIKAL SIVAKUMAR,Awesome Machine,NICE MODEL WITH ALARAM FACILITY,5.0 out of 5 stars
B07Y8KT74X,Reviewed in India on 7 December 2019,Amazon Customer,Value for money,Very good product 👍👍,5.0 out of 5 stars
B07Y8KT74X,Reviewed in India on 6 September 2018,Muhammed Haneef,Good machine,This machine is working very good,5.0 out of 5 stars
B07Y8KT74X,Reviewed in India on 3 June 2018,Harnish,Very good,Good,5.0 out of 5 stars
B07Y8KT74X,Reviewed in India on 11 March 2018,mohammad ayaz,Affordable price,Nice washing machine,5.0 out of 5 stars
B07Y8KT74X,Reviewed in India on 8 October 2018,srinivas,I will give 5/5 ratings,Awesome product better than automatic washing machine,5.0 out of 5 stars
B07Y8KT74X,Reviewed in India on 27 June 2019,Janardhan singh,Very good and valuble product,Perfect,5.0 out of 5 stars
B07Y8KT74X,Reviewed in India on 31 October 2018,Ashish,Quality,Good product,5.0 out of 5 stars
B07Y8KT74X,Reviewed in India on 19 March 2020,Gurdev Singh,"good product, paisa bsool",good product,5.0 out of 5 stars
B07Y8KT74X,Reviewed in India on 17 December 2018,S,Awesome,Nice product,4.0 out of 5 stars
B07Y8KT74X,Reviewed in India on 17 October 2018,S.MANJUNATHAN,Nice,Nice product,4.0 out of 5 stars
B07Y8KT74X,Reviewed in India on 20 October 2018,vasim,Best working,So good,5.0 out of 5 stars
B07Y8KT74X,Reviewed in India on 5 August 2018,mukesh,Amezing,Awesome clean clothes fast,5.0 out of 5 stars
B07Y8KT74X,Reviewed in India on 20 July 2018,Avadhut Sharad Pandit,Affordable prices,Good Product From LG. . .,5.0 out of 5 stars
B07Y8KT74X,Reviewed in India on 14 April 2018,mohd abid,Nice equipment,Affordable prices nice time with electric saving,5.0 out of 5 stars
B07Y8KT74X,Reviewed in India on 19 August 2018,Swapnil joshi,Lg always deliver,Nice built up machine.,5.0 out of 5 stars
B07Y8KT74X,Reviewed in India on 17 August 2018,Bawa Bhai,It looks durable would last almost 7-10 years,LG is a great brand.....value for money,4.0 out of 5 stars
B07Y8KT74X,Reviewed in India on 22 August 2018,surjeet singh 1962,Delevery on time,Product gualaty,5.0 out of 5 stars
B07Y8KT74X,Reviewed in India on 3 October 2018,Devendra,Freindly and helpful review of LG washing machine,hey guys I am here again once again with the fantastic product which is created by the Legend of its field yes my friend here I am talking about the LG 8 kg semi automatic washing machine.. I bought this product from Amazon on July 2018 at rupees 12900. Definitely it's a very good deal and the best thing about the timely delivery of product by Amazon. Actually I am not using washing machine but my mother use this and she really comfortable with the machine functions and it's performance.. The function of the Machines are really friendly and anyone use them without any proper manual or guidelines.. the build quality of washing machine is really good the material that LG used is very durable. We are a very old and happy customer of LG products and I know that LG have such a fabulous customer products in Indian market so when we are talking about home appliances just go for it guys.. Hope this friendly review is helpful for you.,5.0 out of 5 stars
B07Y8KT74X,Reviewed in India on 6 November 2018,Kiran C Kariankal,Mention proper Description!! It isn't a TV its a washing machine,"Description of this product as stated below... Do change. Am I looking for a washing machine or a TV??. A new standard of high definition raises the viewing bar higher than ever. 4K resolution is the future of digital picture, attaining a resolution four times that of Full HD, with a stunning 8.3 million pixels for flawless picture and incredibly vivid detail.",2.0 out of 5 stars
B07Y8KT74X,Reviewed in India on 7 November 2020,DSR.... ,Excellent product value for money,Value for money. 3 LG machines order. 1 machines 7.5 kg.. 2 machines 8 kg.. Excellent product good quality high,5.0 out of 5 stars
B07Y8KT74X,Reviewed in India on 4 November 2020,Shahbaj Shaikh,Good washing machine. must buy. value for money.,First of all the product is good. quality is good. here are some suggestions:. 1. Wire length should be more.. 2. Discharge pipe length should be more.. I have just started using it. will edit the review after using it for some time.. Till then happy 😃,4.0 out of 5 stars
B07Y8KT74X,Reviewed in India on 28 September 2018,pranav,Useful n nice,Lg semi automatic washing machine is best...i m using more than 6years,5.0 out of 5 stars
B07Y8KT74X,Reviewed in India on 9 May 2019,Ravneet K.,Do send complete and full products and not broken ones,"Please do not send broken products, check them while sending",1.0 out of 5 stars
B07Y8KT74X,Reviewed in India on 17 January 2019,Amazon Customer,Check your description !!!,This seller is not aware of what he put in the description. It's given about some camera's features but not washing machine,1.0 out of 5 stars
B07Y8KT74X,Reviewed in India on 15 December 2018,Nimje,washing,"can this machine wash bedsheets, chadars, towels, blankets, sweetars & how much time takes for washing. can it consume the power",4.0 out of 5 stars
B07Y8KT74X,Reviewed in India on 24 August 2017,Ali,Zero Star,"very bad, dont by it from cloudtails.... better to buy at local store.. no one will come for installation,",1.0 out of 5 stars
B07Y8KT74X,Reviewed in India on 14 August 2020,Chakurkar omkar,Very good product ..Fast & safe delavary from amzon,Easy to use ..No neet for instalation...Good product,5.0 out of 5 stars
B07Y8KT74X,Reviewed in India on 14 June 2020,Sana,Superb...,It was awesome product..,5.0 out of 5 stars
B07Y8KT74X,Reviewed in India on 24 August 2018,Aditya,Nothing,Useless,5.0 out of 5 stars
B07Y8KT74X,Reviewed in India on 11 June 2019,Kumaraswamy,Super,Ok,5.0 out of 5 stars
B07Y8KT74X,Reviewed in India on 23 March 2018,rinku kumar,One Star,Product is good but tool is loss,1.0 out of 5 stars
B07Y8KT74X,Reviewed in India on 5 October 2017,Jes,And product is very good.,Bought it for 15500 from store.. Free home delivery and everything... And product is very good.,5.0 out of 5 stars
B07Y8KT74X,Reviewed in India on 29 July 2018,Parwinder singh (ldh),its ok but runing very noisy,good product,4.0 out of 5 stars
B07Y8KT74X,Reviewed in India on 28 July 2018,BHOOPENDRA SINGH LODHI,Four Stars,OK,4.0 out of 5 stars
B07Y8KT74X,Reviewed in India on 2 September 2019,Manoj Sharma,Suprab,I am writing a review after 1 month experience was amazing.,5.0 out of 5 stars
B07WSQDKB5,Reviewed in India on 13 October 2019,vikas malik,Excellent machine with LG's brand value and after sales service,"Excellent machine to handle big volume of clothes, saving time, water and detergents. Pulsators give and extra force to remove hard dirt from clothes",5.0 out of 5 stars
B07WSQDKB5,Reviewed in India on 25 October 2019,Darsi Naresh,LG WASHING MACHINE GOOD 👍,It's fast review. LG washing machine Good 👍,5.0 out of 5 stars
B07WSQDKB5,Reviewed in India on 4 July 2020,BLACK_BULL,Machine not working!,"Hii, I ordered this washing machine on 22nd of june(monday) and received it on 26th of june(friday) and used it on 28th june(sunday). We saw that the spin and drain system was not working... We thought to check it once again two days later when we again used it again it was still not working.... So what do i need to do in this condition. Please suggest us that where do we need to complain for this.",1.0 out of 5 stars
B07WSQDKB5,Reviewed in India on 1 November 2018,RABINDRA KUMAR GHADAI,LARGE MACHNE .,"everything easy to wash,double comforter,blanket....i like it.....nice",5.0 out of 5 stars
B07WSQDKB5,Reviewed in India on 13 August 2018,Amazon Customer,There is no warranty card,"They not give me a warranty card in the box, otherwise product is good..",4.0 out of 5 stars
B07WSQDKB5,Reviewed in India on 27 October 2019,Rajan Goel,LG 9KG model good for large quantity of clothes,The washing machine is good to handle high volume of cloths but it lacks some features which are available in 8kg model..otherwise it is good and lg brand name is sufficient.. Input wattage 410/260,4.0 out of 5 stars
B07WSQDKB5,Reviewed in India on 25 November 2019,Abhinav,awesome wash quality,This machine has awesome wash quality . Except that it's bulky and consumes more space but overall performance is really great . I am satisfied,5.0 out of 5 stars
B07WSQDKB5,Reviewed in India on 23 June 2020,Amazon Customer,Good product,If you have hard water in your house then don't go for fully automatic machine. This product is good for you. Easy to operate and good results. You can definately go for it. You will not regrate.,5.0 out of 5 stars
B07WSQDKB5,Reviewed in India on 31 January 2020,Sandeep Tevathia,Accessories not found rating will be given later on,"Brush, Dust Collector and pipes not seen in main container, your deliver representative told that technician will come with in 24Hrs. That's why we have not opened fully. Please update whether your technician will come or not and accessories are in other container, if yes okay else it will be returned.",2.0 out of 5 stars
B07WSQDKB5,Reviewed in India on 27 January 2020,Sonu,All over Good....,Best product ever..... I give you 1 suggestion ... !!!please !!!please provide. Semi automatic Washing machine Stand.,5.0 out of 5 stars
B07WSQDKB5,Reviewed in India on 4 September 2020,Shazia,Lint filter missing,Lint filter missing with the product. Inspite of several reminders no response from the co.. Plz solve my problem asap ........ Other's I will have to replace the product,3.0 out of 5 stars
B07WSQDKB5,Reviewed in India on 4 May 2019,Joshi B.,Ok but drain button is too hard,"Drain button is too hard, I raised request to both Amazon and LG experts they visited home and said compare to other buttons drain button will be hard..is that true ?",4.0 out of 5 stars
B07WSQDKB5,Reviewed in India on 31 October 2020,Sirajuddin s.,Good,Nice and good. I am using it. Very big. I think it will good for a family. Containing 6 members. There is no any damaga thaks amazon for safe delivery,5.0 out of 5 stars
B07WSQDKB5,Reviewed in India on 12 January 2021,Rohan Singh,Product is value for money,I am very disappointing with payment mode as I choose COD but delivery merchant not having swipe machine or having google pay mode option overall it's good product,5.0 out of 5 stars
B07WSQDKB5,Reviewed in India on 6 January 2020,Arindam Nandi,Awesome and durable,Nice Item delivered by cloudtail India. Thanks amazon.,5.0 out of 5 stars
B07WSQDKB5,Reviewed in India on 14 October 2020,praveen ostwal,Bed experience with amazon,Washing machine is great but I'm very disappointed by Amazon service by their person highly unsetisfied from thes kind of service wrost services by deliver person technition n other staff,3.0 out of 5 stars
B07WSQDKB5,Reviewed in India on 7 March 2021,Moin Alimahamad Gajipara,Excellent one,"Excellent one ,A good buy",5.0 out of 5 stars
B07WSQDKB5,Reviewed in India on 30 June 2020,Harsh Singh Tomar,Washing machine LG 9kg,Very good product and love to purchase again,5.0 out of 5 stars
B07WSQDKB5,Reviewed in India on 31 January 2021,priya,THE BEST,Awesome😇😇😇😇😇,5.0 out of 5 stars
B07WSQDKB5,Reviewed in India on 10 December 2019,Krishna Baalu Iyer,No trace of technician to install the WM,"WM not yet installed by Amazon, yet",1.0 out of 5 stars
B07WSQDKB5,Reviewed in India on 6 May 2019,Sushil kumar,Product,"Nice product but lack of buzzer sound, in time washing cloth.",5.0 out of 5 stars
B07WSQDKB5,Reviewed in India on 18 June 2020,ribhu bholowalia,Good Product,I am writing review of this product after 1 month of use. Washing machine is working very smoothly. Easy to use.. Value for money. On time delivery. Thanks.,5.0 out of 5 stars
B07WSQDKB5,Reviewed in India on 7 January 2021,Amazon Customer,Faulty Machine and fooling customers,"Pathetic machine, from the day 1 spinner not working and when i requested for replacement they said it’s out of stock and there website is still selling that product.",1.0 out of 5 stars
B07WSQDKB5,Reviewed in India on 27 November 2020,Sunil kumar,Valur for money,Value for money,5.0 out of 5 stars
B07WSQDKB5,Reviewed in India on 23 October 2020,Ashwani Khurana,Product invoice and guarantee card not delivered,washing machine invoice and guarantee card is not delivered with Machine. so how to apply for these things. generally these are accompanied with the product which you are purchasing.,2.0 out of 5 stars
B07WSQDKB5,Reviewed in India on 3 September 2020,Ajeem Shaik,Evergreen product,Evergreen product,5.0 out of 5 stars
B07WSQDKB5,Reviewed in India on 8 March 2021,Anonymous Clive Dias ,No follow up done once product delivery,Warranty card not stamped. No follow up from dealers or company....sad,4.0 out of 5 stars
B07WSQDKB5,Reviewed in India on 25 February 2019,BEST,Excellent,Excellent. Delivery service was great,5.0 out of 5 stars
B07WSQDKB5,Reviewed in India on 8 November 2019,RAM KISHOR PRASAD,Good,Fine,4.0 out of 5 stars
B07WSQDKB5,Reviewed in India on 10 March 2021,sunita,Defective product,Defective product. Please don't purchase LG washing machine ever. I have purchased this in November and it has been repaired 6 times,1.0 out of 5 stars
B07WSQDKB5,Reviewed in India on 4 March 2021,VISHNU G B,Rdliable,Good product,5.0 out of 5 stars
B07WSQDKB5,Reviewed in India on 26 August 2018,Mohamedfaizal,Five Stars,Nice washing machine I Bought for 13490 best for money I'm fully satisfied and thanks for amazon,5.0 out of 5 stars
B07WSQDKB5,Reviewed in India on 1 July 2019,Udayakumar,Superb,"Working fine , less noise . Good product.",4.0 out of 5 stars
B07WSQDKB5,Reviewed in India on 30 November 2020,amit kumar,good product,using it for 1 month good product,5.0 out of 5 stars
B07WSQDKB5,Reviewed in India on 7 October 2019,Srinivas Pagidi,Good product thank you Amazon 👍,Nice Product but Delivery boy behavior is not good.,5.0 out of 5 stars
B07WSQDKB5,Reviewed in India on 7 August 2020,Abdul Farhan Baig,Good,Value of money,5.0 out of 5 stars
B07WSQDKB5,Reviewed in India on 2 March 2020,AADIL,Nice product,It's very good product to buy. Value of money and Basket is also Big.,5.0 out of 5 stars
B07WSQDKB5,Reviewed in India on 21 June 2020,Anil Kumar,Very good Machine,Very good Machine,5.0 out of 5 stars
B07WSQDKB5,Reviewed in India on 13 August 2020,Dr.Gaurav singh,Monster,"Monster , very power full machine",5.0 out of 5 stars
B07WSQDKB5,Reviewed in India on 11 March 2021,Chaudhary,osm product,osm product,5.0 out of 5 stars
B07WSQDKB5,Reviewed in India on 28 August 2020,Gaurav Bairagi,Price Efficient,"Very low price compair than local retailers and distributors , My Family Happy with this. Thanks",5.0 out of 5 stars
B07WSQDKB5,Reviewed in India on 8 July 2020,Kanaiyalal,9 Kg Semi automatic machine,Installation is pending & extra one year warranty is not come.Please expatiate.. Goklani Kanaiyalal,3.0 out of 5 stars
B07WSQDKB5,Reviewed in India on 4 October 2020,pavan shukla,Value of mony,It's good upon the expectation.,4.0 out of 5 stars
B07WSQDKB5,Reviewed in India on 19 June 2020,Kunal Singh,Perfect washing machine gift for mom,The build quality is very good. Look and feel awesome,5.0 out of 5 stars
B07WSQDKB5,Reviewed in India on 4 December 2020,Mohd Abdul Siraj,No use,"Please don't buy it ,it is not up to the mark what I expected but the look ia very good.",1.0 out of 5 stars
B07WSQDKB5,Reviewed in India on 19 December 2018,Pannu,Good Washing machine,nice washing machine. Very good for 6 people family.,5.0 out of 5 stars
B07WSQDKB5,Reviewed in India on 29 October 2020,Shamsher Bahadur Singh,best,good,5.0 out of 5 stars
B07WSQDKB5,Reviewed in India on 7 July 2020,Dokara hemasai,Good,Product is good it make esay to wash,4.0 out of 5 stars
B07WSQDKB5,Reviewed in India on 31 January 2020,Sakthi P,Nice,Nice,5.0 out of 5 stars
B07WSQDKB5,Reviewed in India on 21 October 2018,Amazon Customer,Nice product,Nice product but Amazon not share 1 year extendable warranty information..,5.0 out of 5 stars
B07WSQDKB5,Reviewed in India on 7 June 2019,Ashraf,Good product,I like this product because we hadn't faced any problems till now and it's cleaning capacity is good. I purchased before two months only,5.0 out of 5 stars
B07WSQDKB5,Reviewed in India on 31 July 2020,KISHOR KUMAR RAY,Really good product.,"Very smooth, noiseless, spacious, great product,delivered within 3days, love it.",5.0 out of 5 stars
B07WSQDKB5,Reviewed in India on 4 January 2021,Saba ali,Old and used product,Very bad quality product. It’s used item and it is very bad quality. Plz return.,2.0 out of 5 stars
B07WSQDKB5,Reviewed in India on 29 December 2019,Raazvijya,Very Great Product From LG,Super Product Buy It Without Tension,5.0 out of 5 stars
B07WSQDKB5,Reviewed in India on 4 October 2020,Amazon Customer,Excellent Product,The product is very good for a big family with low power consumption,5.0 out of 5 stars
B07WSQDKB5,Reviewed in India on 25 March 2021,Surjeet,Good product,This is a good product bast quality products,4.0 out of 5 stars
B07WSQDKB5,Reviewed in India on 14 December 2019,Gyanindra s.,Super,Excellent,5.0 out of 5 stars
B07WSQDKB5,Reviewed in India on 30 October 2020,Gobind,Good machine,Very good machine but dryer size must increase.,5.0 out of 5 stars
B07WSQDKB5,Reviewed in India on 6 November 2018,A A A,Bad,Worst,1.0 out of 5 stars
B07WSQDKB5,Reviewed in India on 29 April 2019,Amazon Customer,Issue with the product delivered,The product which was delivered had water droplets all across the washing tub.,2.0 out of 5 stars
B07WSQDKB5,Reviewed in India on 3 October 2020,sachin malik,Good product but different,Good product,5.0 out of 5 stars
B07WSQDKB5,Reviewed in India on 23 October 2019,Maansingh Naruka,Good product from LG,Easy to use and maintain,5.0 out of 5 stars
B07WSQDKB5,Reviewed in India on 27 September 2020,Surender Singh,Excellent product,Excellent product from LG and good price from Amazon,5.0 out of 5 stars
B07WSQDKB5,Reviewed in India on 17 March 2021,Tapapriya Banerjee,Good product,Very good product of LG electronics,5.0 out of 5 stars
B07WSQDKB5,Reviewed in India on 6 February 2021,Mohammed Mustakim Qureshi,!!!!!,Good washing machine.But seller didnt send warranty card.,5.0 out of 5 stars
B07WSQDKB5,Reviewed in India on 18 August 2020,Aftab Ansari,Good product with trustable brand,Completely satisfied... with Gool Life,5.0 out of 5 stars
B07WSQDKB5,Reviewed in India on 11 November 2020,Mayank kumar,Very excellent product,Easy To Use And Fully Value of money👍,5.0 out of 5 stars
B07WSQDKB5,Reviewed in India on 28 June 2020,Amazon Customer,Fabulous!,Good product. Value for money.,5.0 out of 5 stars
B07WSQDKB5,Reviewed in India on 18 October 2018,Dr JS Chaudhary,Good product with excellent amazon service,Excellent,5.0 out of 5 stars
B07WSQDKB5,Reviewed in India on 30 October 2020,Deepak,Document pending.,I have not got the warranty card of Machine.,3.0 out of 5 stars
B07WSQDKB5,Reviewed in India on 18 August 2020,Bhavik Patel,Grear,Great product but I want extended warranty,5.0 out of 5 stars
B07WSQDKB5,Reviewed in India on 4 January 2021,Amazon Customer,Buy it,So far so good. Drain pipe short,3.0 out of 5 stars
B07WSQDKB5,Reviewed in India on 25 June 2020,AFSAR AHMAD,It' good,"It' good ,💕💯💯💯💯💯💯👌👌👌👌",5.0 out of 5 stars
B07WSQDKB5,Reviewed in India on 20 March 2021,MR SHARMA HRIDAYA GULLANRAM,Value for money,VALUE FOR MONEY,5.0 out of 5 stars
B07WSQDKB5,Reviewed in India on 17 March 2021,Amazon Customer,Value of money,"Very good in size,shape & working....",5.0 out of 5 stars
B07WSQDKB5,Reviewed in India on 20 March 2021,Amazon Customer,Nice washing machine,Nice washing machine,4.0 out of 5 stars
B07WSQDKB5,Reviewed in India on 18 October 2020,Joseph Sunny W (IBM India Pvt ltd- Work From Home),"Good Product, satisfied",Life Good,4.0 out of 5 stars
B07WSQDKB5,Reviewed in India on 30 July 2019,Gnana Anand,Good,Perfect one,5.0 out of 5 stars
B07WSQDKB5,Reviewed in India on 4 August 2020,Praveen bhadauriya,Washing machine semi automatic,This product is very good ❤❤,5.0 out of 5 stars
B07WSQDKB5,Reviewed in India on 12 February 2021,Amazon Customer,Best price,Value of money good product,5.0 out of 5 stars
B07WSQDKB5,Reviewed in India on 16 January 2021,BABU N,Vert Nice,Very Nice Product,5.0 out of 5 stars
B07WSQDKB5,Reviewed in India on 19 November 2020,Amit Kumar,Filter not good,Filter not good,3.0 out of 5 stars
B07WSQDKB5,Reviewed in India on 27 July 2020,Shaik k.,Good,Nice product,5.0 out of 5 stars
B07WSQDKB5,Reviewed in India on 5 March 2020,Manu Arora,Recommend,Good,5.0 out of 5 stars
B07WSQDKB5,Reviewed in India on 19 December 2020,Lingaraj Barik,Good product,Good,5.0 out of 5 stars
B07WSQDKB5,Reviewed in India on 21 October 2018,Amazon Customer,Great,Great product for family of 5,5.0 out of 5 stars
B07WSQDKB5,Reviewed in India on 29 October 2019,Sahil Pahwa Advocate,Best product,LG is LG. Best product,5.0 out of 5 stars
B07WSQDKB5,Reviewed in India on 15 July 2020,LK Mishra,Thanks to amazon and it's service..,I like LG,5.0 out of 5 stars
B07WSQDKB5,Reviewed in India on 26 December 2020,Bhavana tiwari,Very nice and clean and clear and easy to use,Good amazing very happy,5.0 out of 5 stars
B07WSQDKB5,Reviewed in India on 25 May 2020,Amazon Customer,Warranty card,I didn't received warranty card....,4.0 out of 5 stars
B07WSQDKB5,Reviewed in India on 16 October 2020,Ashok Kumar Verma,Nice &beliable,Easy for life,5.0 out of 5 stars
B07WSQDKB5,Reviewed in India on 3 July 2020,DEEPANSHU,good,best,5.0 out of 5 stars
B07WSQDKB5,Reviewed in India on 5 December 2020,Krishan Gopal Pathak,Nice,Nice,4.0 out of 5 stars
B07WSQDKB5,Reviewed in India on 3 July 2020,Ashok Sharma,Buy without any doubt,Dhamka deal,5.0 out of 5 stars
B07WSQDKB5,Reviewed in India on 13 November 2020,Jyotindersinghaulakh,Very halp full service provider..,Very good product..,5.0 out of 5 stars
B07WSQDKB5,Reviewed in India on 7 November 2018,Vikas Kumar,Best machine this model good work,Nice machine good working,4.0 out of 5 stars
B07WSQDKB5,Reviewed in India on 22 July 2019,Somnath Kamla,Thanks,Good,5.0 out of 5 stars
B07WSQDKB5,Reviewed in India on 2 March 2020,Amazon Customer,Good Product,Product is good,5.0 out of 5 stars
B07WSQDKB5,Reviewed in India on 24 February 2021,vijay,Best,Value for money,4.0 out of 5 stars
B07WSQDKB5,Reviewed in India on 19 October 2018,Aayush,Excellent,Great experience,5.0 out of 5 stars
B07WSQDKB5,Reviewed in India on 22 March 2021,Jatin,Awesome,Nice product,5.0 out of 5 stars
B07WSQDKB5,Reviewed in India on 6 June 2019,Rajesh Patel,Good,Good,5.0 out of 5 stars
B07WSQDKB5,Reviewed in India on 26 October 2019,Manjit Singh,Good product,Delivery speed is great,5.0 out of 5 stars
B07WSQDKB5,Reviewed in India on 8 February 2020,juber khan,5,nic,5.0 out of 5 stars
B07WSQDKB5,Reviewed in India on 7 December 2020,Tirunagari Ramesh,Excellent,Super product,5.0 out of 5 stars
B07WSQDKB5,Reviewed in India on 30 November 2020,Raju pk,Supr,Suprrr,5.0 out of 5 stars
B07WSQDKB5,Reviewed in India on 21 January 2021,Trilok,Easy to handle,Good,5.0 out of 5 stars
B07WSQDKB5,Reviewed in India on 25 February 2021,Kishor,Where and when i can get warranty card,Good,4.0 out of 5 stars
B07WSQDKB5,Reviewed in India on 26 November 2020,Dinesh Kumar Singh,Very importent,Ok,5.0 out of 5 stars
B07WSQDKB5,Reviewed in India on 1 November 2019,Mushtaq,Very good,Good product,5.0 out of 5 stars
B07WSQDKB5,Reviewed in India on 11 October 2018,Vikas Kumar,Good product,Good product,5.0 out of 5 stars
B07WSQDKB5,Reviewed in India on 27 November 2018,PRATIK S.,Excellent,Overall performance is good,5.0 out of 5 stars
B07WSQDKB5,Reviewed in India on 22 November 2019,Dr. Aman,Must buy dis washing machine,Satisfied,5.0 out of 5 stars
B07WSQDKB5,Reviewed in India on 14 February 2019,Nisha,Thanks Amazon,Superb!. Excellent deal.,5.0 out of 5 stars
B07WSQDKB5,Reviewed in India on 29 February 2020,Hemant Kumawat,Washing machine,Very nice looking,3.0 out of 5 stars
B07WSQDKB5,Reviewed in India on 18 July 2019,Gururaj M,Very nice,Nice,5.0 out of 5 stars
B07WSQDKB5,Reviewed in India on 4 March 2019,Shoheb,good product,good product,4.0 out of 5 stars
B07WSQDKB5,Reviewed in India on 5 September 2018,Vinay Rajput,Love it,Very nice product. I love it,5.0 out of 5 stars
B07WSQDKB5,Reviewed in India on 8 October 2018,Singh,Good,Good Product,4.0 out of 5 stars
B07WSQDKB5,Reviewed in India on 10 December 2018,Mohammed imran,This product is very helpful,Very good,5.0 out of 5 stars
B07WSQDKB5,Reviewed in India on 12 March 2019,Robert Layal,Esi handul,Good product,4.0 out of 5 stars
B07WSQDKB5,Reviewed in India on 1 September 2018,Bhavesh mankani,Superbbb,Nice product and delivered on time,5.0 out of 5 stars
B07WSQDKB5,Reviewed in India on 3 September 2018,Anil KG,Best in class Rat away feature,"This machine has one good thing about the product that is Rat away which keep the rats free from your valuable machine resulting in long life.. this is my second machine , first one(P1515R3SA) is similar to this which is no longer available now and working good as of now.. I Purchased this machine offline from LG brand store in Meerut who provided me this beauty in 14700/- INR with 14000/- Shopping coupons from LG electronics to buy movie tickets,clothes from brand store, Jewelry discount and yatra voucher.. also along with 2 year warranty, Seller provided me one year free AMC and Insurance FOC.. Best deal so far.. I shall edit the review after 1-2 months of usage.",5.0 out of 5 stars
B07WSQDKB5,Reviewed in India on 31 December 2019,Aliazam,👌👌👌👌,Nice product delivered by amazon.. But delivering process is too late,5.0 out of 5 stars
